paper_id,openalex_id,title,publication_year,journal,pdf_url,local_target
796,W3116208050,11C-UCB-J synaptic PET and multimodal imaging in dementia with Lewy bodies,2020,European Journal of Hybrid Imaging,https://ejhi.springeropen.com/track/pdf/10.1186/s41824-020-00093-9,data/pdfs/W3116208050.pdf
762,W3013883231,Multimodal analysis using [11C]PiB-PET/MRI for functional evaluation of patients with Alzheimer’s disease,2020,EJNMMI Research,https://ejnmmires.springeropen.com/track/pdf/10.1186/s13550-020-00619-z,data/pdfs/W3013883231.pdf
859,W2999641923,Longitudinal trajectory of Amyloid‐related hippocampal subfield atrophy in nondemented elderly,2020,Human Brain Mapping,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.24928,data/pdfs/W2999641923.pdf
382,W4388642353,A Dimension Centric Proximate Attention Network and Swin Transformer for Age-Based Classification of Mild Cognitive Impairment From Brain MRI,2023,IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10315131.pdf,data/pdfs/W4388642353.pdf
747,W4302307608,Machine Learning Workflow to Explain Black-Box Models for Early Alzheimer’s Disease Classification Evaluated for Multiple Datasets,2022,SN Computer Science,https://link.springer.com/content/pdf/10.1007/s42979-022-01371-y.pdf,data/pdfs/W4302307608.pdf
664,W4285587164,Neuropathologic scales of cerebrovascular disease associated with diffusion changes on MRI,2022,Acta Neuropathologica,https://link.springer.com/content/pdf/10.1007/s00401-022-02465-w.pdf,data/pdfs/W4285587164.pdf
877,W3091447885,Association of blood-based transcriptional risk scores with biomarkers for Alzheimer disease,2020,Neurology Genetics,https://ng.neurology.org/content/nng/6/6/e517.full.pdf,data/pdfs/W3091447885.pdf
397,W4404297703,Explainable early detection of Alzheimer’s disease using ROIs and an ensemble of 138 3D vision transformers,2024,Scientific Reports,https://www.nature.com/articles/s41598-024-76313-0.pdf,data/pdfs/W4404297703.pdf
30,W4403691312,"Blood-derived mitochondrial DNA copy number is associated with Alzheimer disease, Alzheimer-related biomarkers and serum metabolites",2024,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/counter/pdf/10.1186/s13195-024-01601-w,data/pdfs/W4403691312.pdf
675,W4391810110,Genetic and Clinical Correlates of AI-Based Brain Aging Patterns in Cognitively Unimpaired Individuals,2024,JAMA Psychiatry,https://pmc.ncbi.nlm.nih.gov/articles/instance/10867779/bin/jamapsychiatry-e235599-s001.pdf,data/pdfs/W4391810110.pdf
677,W4206796536,Associations between MRI-assessed locus coeruleus integrity and cortical gray matter microstructure,2021,Cerebral Cortex,https://academic.oup.com/cercor/advance-article-pdf/doi/10.1093/cercor/bhab475/41988242/bhab475.pdf,data/pdfs/W4206796536.pdf
930,W3134168741,Deep Learning Based Multilevel Classification of Alzheimer’s Disease using MRI Scans,2021,IOP Conference Series Materials Science and Engineering,https://iopscience.iop.org/article/10.1088/1757-899X/1084/1/012017/pdf,data/pdfs/W3134168741.pdf
640,W4402117954,Advanced interpretable diagnosis of Alzheimer's disease using SECNN-RF framework with explainable AI,2024,Frontiers in Artificial Intelligence,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2024.1456069/pdf,data/pdfs/W4402117954.pdf
53,W4401420403,Design and validation of the ADNI MR protocol,2024,Alzheimer s & Dementia,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/alz.14162,data/pdfs/W4401420403.pdf
429,W4394896945,Dual Attention Convolutional AutoEncoder for Diagnosis of Alzheimer’s Disorder in Patients Using Neuroimaging and MRI Features,2024,IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10504280.pdf,data/pdfs/W4394896945.pdf
419,W4387809265,Explainable Vision Transformer with Self-Supervised Learning to Predict Alzheimer’s Disease Progression Using 18F-FDG PET,2023,Bioengineering,https://www.mdpi.com/2306-5354/10/10/1225/pdf?version=1697785450,data/pdfs/W4387809265.pdf
944,W4300484541,VGG-C Transform Model with Batch Normalization to Predict Alzheimer’s Disease through MRI Dataset,2022,Electronics,https://www.mdpi.com/2079-9292/11/16/2601/pdf?version=1661143889,data/pdfs/W4300484541.pdf
658,W3001399500,Identifying Morphological Patterns of Hippocampal Atrophy in Patients With Mesial Temporal Lobe Epilepsy and Alzheimer Disease,2020,Frontiers in Neurology,https://www.frontiersin.org/articles/10.3389/fneur.2020.00021/pdf,data/pdfs/W3001399500.pdf
404,W4385878937,Resizer Swin Transformer-Based Classification Using sMRI for Alzheimer’s Disease,2023,Applied Sciences,https://www.mdpi.com/2076-3417/13/16/9310/pdf?version=1692188361,data/pdfs/W4385878937.pdf
439,W4377007227,Same-Subject-Modalities-Interactions: A Novel Framework for MRI and PET Multi-Modality Fusion for Alzheimer’s Disease Classification,2023,IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/10005208/10125572.pdf,data/pdfs/W4377007227.pdf
588,W3164268453,Predicting Conversion from MCI to AD Combining Multi-Modality Data and Based on Molecular Subtype,2021,Brain Sciences,https://www.mdpi.com/2076-3425/11/6/674/pdf?version=1621848328,data/pdfs/W3164268453.pdf
888,W3150896365,Combined Atlas and Convolutional Neural Network-Based Segmentation of the Hippocampus from MRI According to the ADNI Harmonized Protocol,2021,Sensors,https://www.mdpi.com/1424-8220/21/7/2427/pdf?version=1617939128,data/pdfs/W3150896365.pdf
655,W3118763842,"A Practical Alzheimer Disease Classifier via Brain Imaging-Based Deep Learning on 85,721 Samples",2020,bioRxiv (Cold Spring Harbor Laboratory),https://www.biorxiv.org/content/biorxiv/early/2021/04/13/2020.08.18.256594.full.pdf,data/pdfs/W3118763842.pdf
865,W3041654750,Differential Atrophy in the Hippocampal Subfield Volumes in Four Types of Mild Dementia,2020,Frontiers in Neuroscience,https://www.frontiersin.org/articles/10.3389/fnins.2020.00699/pdf,data/pdfs/W3041654750.pdf
27,W4400484302,Predicting Cognitive Decline in Amyloid-Positive Patients With Mild Cognitive Impairment or Mild Dementia,2024,Neurology,https://www.neurology.org/doi/pdf/10.1212/WNL.0000000000209605,data/pdfs/W4400484302.pdf
682,W4392645442,Current Trends and Applications of PET/MRI Hybrid Imaging in Neurodegenerative Diseases and Normal Aging,2024,Diagnostics,https://www.mdpi.com/2075-4418/14/6/585/pdf?version=1710143628,data/pdfs/W4392645442.pdf
100,W4389167673,"MRI or18F-FDG PET for Brain Age Gap Estimation: Links to Cognition, Pathology, and Alzheimer Disease Progression",2023,Journal of Nuclear Medicine,https://jnm.snmjournals.org/content/jnumed/early/2023/11/30/jnumed.123.265931.full.pdf,data/pdfs/W4389167673.pdf
744,W4380052386,Personalized Explanations for Early Diagnosis of Alzheimer’s Disease Using Explainable Graph Neural Networks with Population Graphs,2023,Bioengineering,https://www.mdpi.com/2306-5354/10/6/701/pdf?version=1686208559,data/pdfs/W4380052386.pdf
671,W4366582593,Higher performance for women than men in MRI-based Alzheimer’s disease detection,2023,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/counter/pdf/10.1186/s13195-023-01225-6,data/pdfs/W4366582593.pdf
916,W4288066626,Corpus callosum anatomical changes in Alzheimer patients and the effect of acetylcholinesterase inhibitors on corpus callosum morphometry,2022,PLoS ONE,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0269082&type=printable,data/pdfs/W4288066626.pdf
669,W3168875117,Sex Difference in Network Topology and Education Correlated With Sex Difference in Cognition During the Disease Process of Alzheimer,2021,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2021.639529/pdf,data/pdfs/W3168875117.pdf
646,W3106419496,Investigating the clinico-anatomical dissociation in the behavioral variant of Alzheimer disease,2020,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/track/pdf/10.1186/s13195-020-00717-z,data/pdfs/W3106419496.pdf
2,W4409396694,Hybrid of DSR-GAN and CNN for Alzheimer disease detection based on MRI images,2025,Scientific Reports,https://www.nature.com/articles/s41598-025-94677-9.pdf,data/pdfs/W4409396694.pdf
656,W4406041751,ReIU: an efficient preliminary framework for Alzheimer patients based on multi-model data,2025,Frontiers in Public Health,https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2024.1449798/pdf,data/pdfs/W4406041751.pdf
667,W4412068054,Current Clinical Applications of Structural MRI in Neurological Disorders,2025,Journal of Clinical Neurology,http://thejcn.com/Synapse/Data/PDFData/0145JCN/jcn-21-277.pdf,data/pdfs/W4412068054.pdf
645,W4390666240,Explaining graph convolutional network predictions for clinicians—An explainable AI approach to Alzheimer's disease classification,2024,Frontiers in Artificial Intelligence,https://www.frontiersin.org/articles/10.3389/frai.2023.1334613/pdf?isPublishedV2=False,data/pdfs/W4390666240.pdf
409,W4390498427,Histogram-based features track Alzheimer's progression in brain MRI,2024,Scientific Reports,https://www.nature.com/articles/s41598-023-50631-1.pdf,data/pdfs/W4390498427.pdf
798,W3211091912,AutoEncoder-based feature ranking for Alzheimer Disease classification using PET image,2021,Machine Learning with Applications,https://www.sciencedirect.com/science/article/pii/S266682702100092X/pdf,data/pdfs/W3211091912.pdf
573,W3044763015,Simultaneous FDG-PET/MRI detects hippocampal subfield metabolic differences in AD/MCI,2020,Scientific Reports,https://www.nature.com/articles/s41598-020-69065-0.pdf,data/pdfs/W3044763015.pdf
435,W4413035771,Longitudinal structural MRI-based deep learning and radiomics features for predicting Alzheimer’s disease progression,2025,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/counter/pdf/10.1186/s13195-025-01827-2,data/pdfs/W4413035771.pdf
687,W4391729627,"A next-generation, histological atlas of the human brain and its application to automated brain MRI segmentation",2024,bioRxiv (Cold Spring Harbor Laboratory),https://www.biorxiv.org/content/biorxiv/early/2024/02/06/2024.02.05.579016.full.pdf,data/pdfs/W4391729627.pdf
431,W4310236380,Constructing brain functional network by Adversarial Temporal-Spatial Aligned Transformer for early AD analysis,2022,Frontiers in Neuroscience,https://www.frontiersin.org/articles/10.3389/fnins.2022.1087176/pdf,data/pdfs/W4310236380.pdf
884,W4285130568,An Exemplar Pyramid Feature Extraction Based Alzheimer Disease Classification Method,2022,IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09796517.pdf,data/pdfs/W4285130568.pdf
922,W3192654745,"Predicting Brain Amyloid Using Multivariate Morphometry Statistics, Sparse Coding, and Correntropy: Validation in 1,101 Individuals From the ADNI and OASIS Databases",2021,Frontiers in Neuroscience,https://www.frontiersin.org/articles/10.3389/fnins.2021.669595/pdf,data/pdfs/W3192654745.pdf
358,W3118725450,Alzheimer Disease Forecasting using Machine Learning Algorithm,2020,Bioscience Biotechnology Research Communications,https://doi.org/10.21786/bbrc/13.11/4,data/pdfs/W3118725450.pdf
102,W3042654740,Novel MRI Techniques Identifying Vascular Leak and Paravascular Flow Reduction in Early Alzheimer Disease,2020,Biomedicines,https://www.mdpi.com/2227-9059/8/7/228/pdf?version=1595234823,data/pdfs/W3042654740.pdf
886,W4401581241,The informatics of ADNI,2024,Alzheimer s & Dementia,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/alz.14099,data/pdfs/W4401581241.pdf
847,W4389921555,Association Between Hippocampal Volumes and Cognition in Cerebral Amyloid Angiopathy,2023,Neurology,https://pmc.ncbi.nlm.nih.gov/articles/PMC10870737/pdf/WNL-2023-002077.pdf,data/pdfs/W4389921555.pdf
580,W3202517842,Early MCI‐to‐AD Conversion Prediction Using Future Value Forecasting of Multimodal Features,2021,Computational Intelligence and Neuroscience,https://downloads.hindawi.com/journals/cin/2021/6628036.pdf,data/pdfs/W3202517842.pdf
416,W4412150750,Deep ensemble learning with transformer models for enhanced Alzheimer’s disease detection,2025,Scientific Reports,https://www.nature.com/articles/s41598-025-08362-y.pdf,data/pdfs/W4412150750.pdf
405,W4410369939,Early detection of Alzheimer’s disease progression stages using hybrid of CNN and transformer encoder models,2025,Scientific Reports,https://www.nature.com/articles/s41598-025-01072-5.pdf,data/pdfs/W4410369939.pdf
38,W4406536034,Biomarker Investigation Using Multiple Brain Measures from MRI Through Explainable Artificial Intelligence in Alzheimer’s Disease Classification,2025,Bioengineering,https://www.mdpi.com/2306-5354/12/1/82/pdf?version=1737093541,data/pdfs/W4406536034.pdf
56,W4402678746,Enhancing healthcare recommendation: transfer learning in deep convolutional neural networks for Alzheimer disease detection,2024,Frontiers in Medicine,https://public-pages-files-2025.frontiersin.org/journals/medicine/articles/10.3389/fmed.2024.1445325/pdf,data/pdfs/W4402678746.pdf
633,W4385729918,Explainable AI for Medical Image Processing: A Study on MRI in Alzheimer’s Disease,2023,,https://dl.acm.org/doi/pdf/10.1145/3594806.3596521,data/pdfs/W4385729918.pdf
913,W4386090378,TriAD: A Deep Ensemble Network for Alzheimer Classification and Localization,2023,IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10227290.pdf,data/pdfs/W4386090378.pdf
938,W3121507610,Detection of Alzheimer’s disease with segmentation approach using K-Means Clustering and Watershed Method of MRI image,2021,Journal of Physics Conference Series,https://iopscience.iop.org/article/10.1088/1742-6596/1725/1/012009/pdf,data/pdfs/W3121507610.pdf
408,W4409644227,Improved Alzheimer Disease Diagnosis With a Machine Learning Approach and Neuroimaging: Case Study Development,2025,JMIRx Med,https://xmed.jmir.org/2025/1/e60866/PDF,data/pdfs/W4409644227.pdf
585,W4360994059,Hypo- and hyper-perfusion in MCI and AD identified by different ASL MRI sequences,2023,Brain Imaging and Behavior,https://pmc.ncbi.nlm.nih.gov/articles/PMC10198885/pdf/nihms-1884966.pdf,data/pdfs/W4360994059.pdf
444,W4382896679,Brain Functional Network Generation Using Distribution-Regularized Adversarial Graph Autoencoder with Transformer for Dementia Diagnosis,2023,Computer Modeling in Engineering & Sciences,https://www.techscience.com/CMES/online/detail/19270/pdf,data/pdfs/W4382896679.pdf
953,W4213070711,Multi -Classification based Alzheimer's Disease Detection with Comparative Analysis from Brain MRI Scans using Deep Learning,2021,TENCON 2021 - 2021 IEEE Region 10 Conference (TENCON),https://dspace.bracu.ac.bd/bitstreams/561a5061-475d-4b3c-bc09-654f0e2783b3/download,data/pdfs/W4213070711.pdf
710,W4414240569,Data Leakage in Deep Learning for Alzheimer’s Disease Diagnosis: A Scoping Review of Methodological Rigor and Performance Inflation,2025,Diagnostics,https://www.mdpi.com/2075-4418/15/18/2348/pdf?version=1758024686,data/pdfs/W4414240569.pdf
40,W4410464496,An integrated deep learning model for early and multi-class diagnosis of Alzheimer’s disease from MRI scans,2025,Scientific Reports,https://www.nature.com/articles/s41598-025-01845-y.pdf,data/pdfs/W4410464496.pdf
433,W4410207766,Transformer and Convolutional Neural Network: A Hybrid Model for Multimodal Data in Multiclass Classification of Alzheimer’s Disease,2025,Mathematics,https://www.mdpi.com/2227-7390/13/10/1548/pdf?version=1746705504,data/pdfs/W4410207766.pdf
459,W4386778205,Improving Alzheimer’s Disease Classification in Brain MRI Images Using a Neural Network Model Enhanced with PCA and SWLDA,2023,Healthcare,https://www.mdpi.com/2227-9032/11/18/2551/pdf?version=1695001950,data/pdfs/W4386778205.pdf
914,W4301400678,Alzheimers Disease Detection Using Different Machine Learning Algorithms,2022,International Journal for Research in Applied Science and Engineering Technology,https://doi.org/10.22214/ijraset.2022.46937,data/pdfs/W4301400678.pdf
348,W4290960371,Machine Learning-Based Multimodel Computing for Medical Imaging for Classification and Detection of Alzheimer Disease,2022,Computational Intelligence and Neuroscience,https://downloads.hindawi.com/journals/cin/2022/9211477.pdf,data/pdfs/W4290960371.pdf
48,W4412543900,Disease stage–specific atrophy markers in Alzheimer's disease,2025,Alzheimer s & Dementia,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/alz.70482,data/pdfs/W4412543900.pdf
34,W4411462949,Transfer deep learning and explainable AI framework for brain tumor and Alzheimer's detection across multiple datasets,2025,Frontiers in Medicine,https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2025.1618550/pdf,data/pdfs/W4411462949.pdf
950,W4405338439,Early detection of Alzheimer’s disease in structural and functional MRI,2024,Frontiers in Medicine,https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2024.1520878/pdf,data/pdfs/W4405338439.pdf
426,W4402130622,Multiple Inputs and Mixed Data for Alzheimer’s Disease Classification Based on 3D Vision Transformer,2024,Mathematics,https://www.mdpi.com/2227-7390/12/17/2720/pdf,data/pdfs/W4402130622.pdf
462,W4400261312,"Comparison of deep learning architectures for predicting amyloid positivity in Alzheimer’s disease, mild cognitive impairment, and healthy aging, from T1-weighted brain structural MRI",2024,Frontiers in Neuroscience,https://www.frontiersin.org/journals/neuroscience/articles/10.3389/fnins.2024.1387196/pdf,data/pdfs/W4400261312.pdf
925,W3006448441,Longitudinal Magnetic Resonance Imaging as a Potential Correlate in the Diagnosis of Alzheimer Disease: Exploratory Data Analysis,2020,JMIR Biomedical Engineering,https://biomedeng.jmir.org/2020/1/e14389/PDF,data/pdfs/W3006448441.pdf
406,W4414629039,An optimized hybrid deep learning model to detect Alzheimer disease,2025,Scientific Reports,https://www.nature.com/articles/s41598-025-14169-8.pdf,data/pdfs/W4414629039.pdf
445,W4410634663,Brain glymphatic fluid mapping in Alzheimer’s disease: a human MRI and PET study,2025,Brain Communications,https://academic.oup.com/braincomms/advance-article-pdf/doi/10.1093/braincomms/fcaf200/63326937/fcaf200.pdf,data/pdfs/W4410634663.pdf
461,W4394910399,Understanding the Role of Self-Attention in a Transformer Model for the Discrimination of SCD From MCI Using Resting-State EEG,2024,IEEE Journal of Biomedical and Health Informatics,https://ieeexplore.ieee.org/ielx7/6221020/6363502/10504921.pdf,data/pdfs/W4394910399.pdf
423,W4394807540,Identifying Progression-Specific Alzheimer’s Subtypes Using Multimodal Transformer,2024,Journal of Personalized Medicine,https://www.mdpi.com/2075-4426/14/4/421/pdf?version=1713178844,data/pdfs/W4394807540.pdf
955,W3184792041,Alzheimer’s Disease Classification Accuracy is Improved by MRI Harmonization based on Attention-Guided Generative Adversarial Networks,2021,bioRxiv (Cold Spring Harbor Laboratory),https://www.biorxiv.org/content/biorxiv/early/2021/07/27/2021.07.26.453862.1.full.pdf,data/pdfs/W3184792041.pdf
650,W4402577460,Alzheimer’s Multiclassification Using Explainable AI Techniques,2024,Applied Sciences,https://www.mdpi.com/2076-3417/14/18/8287/pdf?version=1726294792,data/pdfs/W4402577460.pdf
457,W4402357349,Automated Idiopathic Normal Pressure Hydrocephalus Diagnosis via Artificial Intelligence–Based 3D T1 MRI Volumetric Analysis,2024,American Journal of Neuroradiology,https://www.ajnr.org/content/ajnr/46/1/33.full.pdf,data/pdfs/W4402357349.pdf
442,W4387404485,MRI and Clinical Biomarkers Overlap between Glaucoma and Alzheimer’s Disease,2023,International Journal of Molecular Sciences,https://www.mdpi.com/1422-0067/24/19/14932/pdf?version=1696514334,data/pdfs/W4387404485.pdf
422,W4411856100,A novel neuroimaging based early detection framework for alzheimer disease using deep learning,2025,Scientific Reports,https://www.nature.com/articles/s41598-025-05529-5.pdf,data/pdfs/W4411856100.pdf
742,W4407668521,Contrastive self-supervised learning for neurodegenerative disorder classification,2025,Frontiers in Neuroinformatics,https://www.frontiersin.org/journals/neuroinformatics/articles/10.3389/fninf.2025.1527582/pdf,data/pdfs/W4407668521.pdf
4,W4391646276,Application and comparison of K-means and PCA based segmentation models for Alzheimer disease detection using MRI,2024,Discover Artificial Intelligence,https://link.springer.com/content/pdf/10.1007/s44163-024-00106-7.pdf,data/pdfs/W4391646276.pdf
460,W4390872384,"An Empirical Analysis of Diffusion, Autoencoders, and Adversarial Deep Learning Models for Predicting Dementia Using High-Fidelity MRI",2024,IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10400467.pdf,data/pdfs/W4390872384.pdf
739,W7117473462,"Deep learning for Alzheimer’s disease: advances in classification, segmentation, subtyping, and explainability",2025,BioMedical Engineering OnLine,https://link.springer.com/content/pdf/10.1186/s12938-025-01482-6.pdf,data/pdfs/W7117473462.pdf
942,W4413365588,Novel deep learning for multi-class classification of Alzheimer’s in disability using MRI datasets,2025,Frontiers in Bioinformatics,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1567219/pdf,data/pdfs/W4413365588.pdf
441,W4412613683,An explainable transformer model for Alzheimer’s disease detection using retinal imaging,2025,Scientific Reports,https://www.nature.com/articles/s41598-025-12498-2.pdf,data/pdfs/W4412613683.pdf
482,W4410972585,Research progress in predicting the conversion from mild cognitive impairment to Alzheimer’s disease via multimodal MRI and artificial intelligence,2025,Frontiers in Neurology,https://www.frontiersin.org/journals/neurology/articles/10.3389/fneur.2025.1596632/pdf,data/pdfs/W4410972585.pdf
390,W4409524147,A hybrid transformer-based approach for early detection of Alzheimer’s disease using MRI images,2025,Bioimpacts,https://bi.tbzmed.ac.ir/PDF/bi-15-30849.pdf,data/pdfs/W4409524147.pdf
717,W4401622079,Dominating Alzheimer's disease diagnosis with deep learning on sMRI and DTI-MD,2024,Frontiers in Neurology,https://www.frontiersin.org/journals/neurology/articles/10.3389/fneur.2024.1444795/pdf,data/pdfs/W4401622079.pdf
866,W4396792974,TDP-43 Is Associated with Subiculum and Cornu Ammonis 1 Hippocampal Subfield Atrophy in Primary Age-Related Tauopathy,2024,Journal of Alzheimer s Disease,https://pmc.ncbi.nlm.nih.gov/articles/PMC11265226/pdf/nihms-2006813.pdf,data/pdfs/W4396792974.pdf
476,W4394890259,U-shaped convolutional transformer GAN with multi-resolution consistency loss for restoring brain functional time-series and dementia diagnosis,2024,Frontiers in Computational Neuroscience,https://www.frontiersin.org/articles/10.3389/fncom.2024.1387004/pdf?isPublishedV2=False,data/pdfs/W4394890259.pdf
464,W4388214263,Early Alzheimer’s disease diagnosis using an XG-Boost model applied to MRI images,2023,Biomedical Research and Therapy,http://bmrat.org/index.php/BMRAT/article/download/832/1694,data/pdfs/W4388214263.pdf
424,W4407629441,Multimodal surface-based transformer model for early diagnosis of Alzheimer’s disease,2025,Scientific Reports,https://www.nature.com/articles/s41598-025-90115-y.pdf,data/pdfs/W4407629441.pdf
947,W4400979112,"Advancing Tau PET Quantification in Alzheimer Disease with Machine Learning: Introducing THETA, a Novel Tau Summary Measure",2024,Journal of Nuclear Medicine,https://jnm.snmjournals.org/content/jnumed/65/9/1473.full.pdf,data/pdfs/W4400979112.pdf
448,W4400685383,Alzheimer’s disease detection and stage identification from magnetic resonance brain images using vision transformer,2024,Machine Learning Science and Technology,https://iopscience.iop.org/article/10.1088/2632-2153/ad5fdc/pdf,data/pdfs/W4400685383.pdf
694,W4389935486,Predicting Four-Year’s Alzheimer’s Disease Onset Using Longitudinal Neurocognitive Tests and MRI Data Using Explainable Deep Convolutional Neural Networks,2023,Journal of Alzheimer s Disease,https://content.iospress.com:443/download/journal-of-alzheimers-disease/jad230893?id=journal-of-alzheimers-disease%2Fjad230893,data/pdfs/W4389935486.pdf
489,W4412386373,A hybrid learning approach for MRI-based detection of alzheimer’s disease stages using dual CNNs and ensemble classifier,2025,Scientific Reports,https://www.nature.com/articles/s41598-025-11743-y.pdf,data/pdfs/W4412386373.pdf
730,W4399931623,Assessing the Interpretability of Machine Learning Models in Early Detection of Alzheimer's Disease,2024,,https://hal.science/hal-04621335/document,data/pdfs/W4399931623.pdf
546,W2986832571,Exploring Survival Models Associated with MCI to AD Conversion: A Machine Learning Approach,2019,bioRxiv (Cold Spring Harbor Laboratory),https://www.biorxiv.org/content/biorxiv/early/2019/11/11/836510.full.pdf,data/pdfs/W2986832571.pdf
466,W4413100844,Improving early detection of Alzheimer’s disease through MRI slice selection and deep learning techniques,2025,Scientific Reports,https://www.nature.com/articles/s41598-025-14476-0.pdf,data/pdfs/W4413100844.pdf
735,W4410315902,Leveraging explainable artificial intelligence with ensemble of deep learning model for dementia prediction to enhance clinical decision support systems,2025,Scientific Reports,https://www.nature.com/articles/s41598-025-97102-3.pdf,data/pdfs/W4410315902.pdf
428,W4403587220,"Comprehensive Segmentation of Gray Matter Structures on T1-Weighted Brain MRI: A Comparative Study of Convolutional Neural Network, Convolutional Neural Network Hybrid-Transformer or -Mamba Architectures",2024,American Journal of Neuroradiology,https://www.ajnr.org/content/ajnr/early/2024/10/21/ajnr.A8544.full.pdf,data/pdfs/W4403587220.pdf
465,W4403379661,Detection of Alzheimer’s and Parkinson’s Diseases Using Deep Learning-Based Various Transformers Models,2024,,https://www.mdpi.com/2673-4591/73/1/4/pdf?version=1728889278,data/pdfs/W4403379661.pdf
415,W4401750434,Pvtad: Alzheimer’s Disease Diagnosis Using Pyramid Vision Transformer Applied to White Matter of T1-Weighted Structural Mri Data,2024,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11877309/pdf/nihms-2059432.pdf,data/pdfs/W4401750434.pdf
9,W4393213145,Leveraging Deep Learning and Xception Architecture for High-Accuracy MRI Classification in Alzheimer Diagnosis,2024,arXiv (Cornell University),https://arxiv.org/pdf/2403.16212,data/pdfs/W4393213145.pdf
477,W4401745552,Implications of Convolutional Neural Network for Brain MRI Image Classification to Identify Alzheimer’s Disease,2024,Parkinson s Disease,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1155/2024/6111483,data/pdfs/W4401745552.pdf
734,W4388131431,"Predictive modelling of brain disorders with magnetic resonance imaging: A systematic review of modelling practices, transparency, and interpretability in the use of convolutional neural networks",2023,Human Brain Mapping,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.26521,data/pdfs/W4388131431.pdf
649,W4225114743,"Alzheimer resemblance atrophy index, BrainAGE, and normal pressure hydrocephalus score in the prediction of subtle cognitive decline: added value compared to existing MR imaging markers",2022,European Radiology,https://link.springer.com/content/pdf/10.1007/s00330-022-08798-0.pdf,data/pdfs/W4225114743.pdf
957,W3090245796,3B Alzheimer MR Görüntülerinin Hacimsel Kayıp Bölgelerindeki Voksel Değerleri Kullanılarak Sınıflandırılması,2020,El-Cezeri Fen ve Mühendislik Dergisi,https://dergipark.org.tr/tr/download/article-file/1074476,data/pdfs/W3090245796.pdf
937,W3013937047,Improvement of alzheimer disease diagnosis accuracy using ensemble methods,2020,Indonesian Journal of Electrical Engineering and Informatics (IJEEI),http://section.iaesonline.com/index.php/IJEEI/article/download/1321/491,data/pdfs/W3013937047.pdf
159,W2908491236,Reproducible evaluation of diffusion MRI features for automatic classification of patients with Alzheimers disease,2018,arXiv (Cornell University),https://arxiv.org/pdf/1812.11183,data/pdfs/W2908491236.pdf
475,W4414628028,Advanced MRI based Alzheimer’s diagnosis through ensemble learning techniques,2025,Scientific Reports,https://www.nature.com/articles/s41598-025-04899-0.pdf,data/pdfs/W4414628028.pdf
471,W4411178571,Alzheimer’s Disease Detection in Various Brain Anatomies Based on Optimized Vision Transformer,2025,Mathematics,https://www.mdpi.com/2227-7390/13/12/1927/pdf?version=1749561630,data/pdfs/W4411178571.pdf
718,W4410477731,Alzheimer's disease recognition via long-range state space model using multi-modal brain images,2025,Frontiers in Neuroscience,https://www.frontiersin.org/journals/neuroscience/articles/10.3389/fnins.2025.1576931/pdf,data/pdfs/W4410477731.pdf
437,W4302305634,Introducing Vision Transformer for Alzheimer's Disease classification task with 3D input,2022,arXiv (Cornell University),https://arxiv.org/pdf/2210.01177,data/pdfs/W4302305634.pdf
678,W4221077843,Explainable AI-based Alzheimer’s Prediction and Management Using Multimodal Data,2022,Preprints.org,https://www.preprints.org/manuscript/202203.0214/v1/download,data/pdfs/W4221077843.pdf
951,W4226239195,"A Practical Alzheimer Disease Classifier via Brain Imaging-Based Deep Learning on 85,721 Samples",2021,Research Square,https://www.researchsquare.com/article/rs-1156067/latest.pdf,data/pdfs/W4226239195.pdf
934,W2800200150,Classification of Alzheimer Using fMRI Data and Brain Network,2018,,https://doi.org/10.5121/csit.2018.80609,data/pdfs/W2800200150.pdf
